Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Keywords,Has Mobile App,Has Google Play App,Has iTunes App
"Applied Optoelectronics, Inc.",ao-inc.com,"AOI designs and manufactures fiber optic networking products for cable television broadband, fiber-to-the-home, and internet data centers.",524,446,879,118,114,4,4%,97,21,22%,531,625,-15%,631,-16%,,,,,,54,68,970,11333.86,1997,Exited (ipo),GRC Chrysalix,$39.0M,2012-09-19,"$10,993,849",Houston,Sugar Land,Houston,TX,United States,North America,B2B,"consumer electronics,hardware,hardware peripherals,information security,security,semiconductors,telecommunications",,No,No,No
Oki Electric Industry Company,oki.com,"The OKI Group's global portal site - Under the brand statement, ""Open up your dreams, "" OKI provides products and services that contribute to the development of the information society focused on info-telecom business and mechatronics business such as ATMs and printers. OKI contributes in enabling people around the world to have lives that are enriched, safe and with peace of mind.",498,498,1039,207,207,0,0%,206,1,0%,"98,962","92,871",7%,"112,104",-12%,,,,,,,,,Undisclosed,,Exited (ipo),Mobility Ventures,$0,,Undisclosed,Minato-Ku,Minato-Ku,,,Japan,Asia,B2B,"consumer electronics,consumer goods,hardware,manufacturing,telecommunications",,No,No,No
NeoPhotonics,neophotonics.com,"We design and manufacture advanced hybrid photonic integrated optoelectronic devices for ultra-fast communications networks, including optical components.",491,346,84,473,469,4,1%,451,22,5%,412,365,13%,325,27%,,,,,,58,126,3146,12645.66,1996,Exited (ipo),"ATA Ventures,BDCA Venture, Inc.,Cipio Partners,Draper Esprit,Draper Fisher Jurvetson (DFJ),DuPont Capital Management,Harris & Harris Group,International Finance Corporation (IFC),Masters Capital,Mitsubishi UFJ Capital,Needham Capital Partners,Oak Investment Partners,Shanghai Industrial Holdings",$154.7M,2012-05-07,"$39,783,240",Bay Area,San Jose,Bay Area,CA,United States,North America,B2B,"cleantech,hardware,hardware peripherals,network / hosting / infrastructure,semiconductors,telecommunications,wind power",,No,No,No
Perceptronics,perceptron.com,"Perceptron metrology solutions include dimensional gauging, CMMs, robot guidance, gap & flush, 3D laser scanning and metrology software.",489,489,873,188,184,4,2%,167,21,13%,"2,262","1,851",22%,"1,411",60%,,,,,,,,,Undisclosed,1981,Exited (ipo),,Undisclosed,,Undisclosed,Detroit,Plymouth,Detroit,MI,United States,North America,B2B,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
National Instruments,ni.com,"NI equips engineers and scientists with systems that accelerate productivity, innovation, and discovery.",485,485,25,10,10,0,0%,8,2,25%,"1,168,498","1,177,651",-1%,"1,203,161",-3%,31,31,0%,,,,,,Undisclosed,1976,Exited (ipo),,Undisclosed,,Undisclosed,Austin,Austin,Austin,TX,United States,North America,B2B,"e-commerce,hardware,hardware peripherals",,Yes,No,Yes
memoryzone,memoryzone.com.vn,"The nho, USB, SSD, HDD, RAM, pin sac du phong chinh hang Samsung, Sandisk, Kingston, Toshiba, Transcend... gia luon tot nhat",466,466,127,,,,,,,,"81,213","75,755",7%,"57,779",41%,,,,,,,,,Undisclosed,,Exited (ipo),,Undisclosed,,Undisclosed,Ho Chi Minh City,Ho Chi Minh City,,,,North America,,"e-commerce,hardware,hardware peripherals",,No,No,No
Montage Technology,montage-tech.com,"Montage Technology is a global leading fabless provider of analog and mixed-signal semiconductor solutions currently addressing the home entertainment and cloud computing markets. We provide highly integrated end-to-end solutions with customized software for set-top boxes, and high performance, low power memory interface solutions for next generation server platforms.",465,395,-897,116,112,4,4%,91,25,27%,946,"1,016",-7%,"1,540",-39%,,,,,,127,51,535,Undisclosed,,Exited (ipo),"AsiaVest Partners,Intel Capital",$10.0M,2006-08-10,Undisclosed,Bay Area,San Jose,Bay Area,CA,United States,North America,B2B,"data storage,hardware,hardware peripherals,information security,security,semiconductors,storage",,No,No,No
AAM,aam.com,"American Axle & Manufacturing is a world leader in the design, engineering, testing, validation and manufacturing of driveline, drivetrain and chassis systems, related components, and metal formed products.",456,456,-377,"3,445",,,,,,,"3,642","3,621",1%,"4,438",-18%,,,,,,,,,Undisclosed,1994,Exited (ipo),,Undisclosed,,Undisclosed,Detroit,Detroit,Detroit,MI,United States,North America,,"automotive,biotechnology,cleantech,hardware,hardware peripherals,wind power",,No,No,No
NETGEAR,netgear.com,"NETGEAR delivers innovative products to consumers, businesses and service providers. For consumers, the company makes high performance, dependable and easy to use home networking, storage and digital media products to connect people to the Internet, their content and devices.",455,455,1922,"1,140","1,147",-7,-1%,"1,118",22,2%,"2,488,034","2,478,213",0%,"2,414,438",3%,"21,015","20,823",1%,"18,650",13%,,,,Undisclosed,1996,Exited (ipo),FirstMark Capital,$0,,Undisclosed,Bay Area,San Jose,Bay Area,CA,United States,North America,"B2B,B2C","consumer services,data storage,hardware,hardware peripherals,information security,network / hosting / infrastructure,physical security,physical storage,security,storage,telecommunications",,Yes,Yes,Yes
Belden,belden.com,Cable Design Technologies,450,450,-12,"1,683","1,659",24,1%,"1,549",134,9%,"219,384","220,424",0%,"222,391",-1%,,,,,,,,,Undisclosed,1902,Exited (ipo),,Undisclosed,,Undisclosed,St. Louis,St. Louis,St. Louis,MO,United States,North America,B2B,"cleantech,hardware,hardware peripherals,information security,security,telecommunications,wind power",,No,No,No
Vishay Precision Group,vishaypg.com,"Vishay Precision Group develops foil technology products, weighing modules and control systems for a wide variety of applications.",441,208,-1050,452,447,5,1%,421,31,7%,"18,418","19,826",-7%,"19,280",-4%,,,,,,77,197,3202,7807.62,2010,Exited (ipo),,$25.0M,2010-10-19,"$25,000,000",Philadelphia,Malvern,Philadelphia,PA,United States,North America,B2B,"cleantech,e-commerce,hardware,hardware peripherals,transportation,wind power",,No,No,No
Barracuda Networks,barracuda.com,"Barracuda offers industry-leading solutions designed to solve mainstream IT problems efficiently and cost-effectively, while maintaining a level of customer support and satisfaction second to none. While we maintain a strong heritage in email and web security appliances, our award-winning portfolio includes more than a dozen purpose-built solutions that support every aspect of the network - providing organizations of all sizes with true end-to-end protection that can be deployed in hardware, virtual, cloud and hybrid deployment options. Specialties: Security, Application Delivery, Data Protection, Backup, Storage, Web Filtering, Message Archiving, Anti-Spam, Antivirus, Application Security, NG Firewalls, Email Encryption, Cloud Security, Mobile Security, Content Security, Networking, Web Application Security",435,50,51,"1,229","1,235",-6,0%,"1,150",79,7%,"478,333","479,080",0%,"482,475",-1%,,92,,92,,89,299,3985,1407.78,2002,Exited (ipo),"Adams Street Partners,Francisco Partners,Sequoia Capital",$45.6M,2009-10-08,"$5,610,000",Bay Area,Campbell,Bay Area,CA,United States,North America,B2B,"cloud computing,customer support,data storage,email,enterprise software,hardware,information security,physical security,security,storage",android,Yes,No,Yes
Hills,hills.com.au,Australia & New Zealand's Leading Value-Adding Distributor,429,429,-445,,,,,,,,"8,950","7,906",13%,"7,950",13%,,,,,,,,,Undisclosed,1945,Exited (ipo),,Undisclosed,,Undisclosed,Sydney,Sydney,,,Australia,Oceania,,"consumer electronics,hardware,hardware peripherals,information security,physical security,security",,No,No,No
Amkor Technology,amkor.com,"Amkor Technology is the world's leading supplier of outsourced semiconductor interconnect services. With over 35 years of continuous improvement, growth and innovation, Amkor has become a trusted partner for most of the world's leading semiconductor suppliers.",420,420,73,"3,368","3,318",50,2%,"3,069",299,10%,"28,638","27,125",6%,"22,425",28%,,,,,,,,,Undisclosed,1968,Exited (ipo),Investor Growth Capital,$0,,Undisclosed,Phoenix,Tempe,Phoenix,AZ,United States,North America,B2B,"hardware,hardware peripherals,semiconductors",,No,No,No
ATEME,ateme.com,"A software provider for the broadcast and telecommunication markets, offers video compression solutions for live content delivery and VOD.",409,349,101,147,146,1,1%,141,6,4%,"4,793","4,334",11%,"4,150",15%,,,,,,81,54,836,Undisclosed,1991,Exited (ipo),"A Plus Finance,Largam,Naxicap Partners,Ventech,XAnge Private Equity",$0,2010-06-18,Undisclosed,Beivres,Beivres,,,France,Europe,B2B,"consumer electronics,hardware,hardware peripherals",,No,No,No
Oil-Dri Corp. of America,oildri.com,"Oil-Dri Corporation of America sells products that help improve your way of life. Whether its taking care of the family pets, improving the quality of the food you eat, or increasing worker safety. Oil-Dri delivers innovative solutions that help our customers make the world cleaner, safer and healthier.",400,400,14,248,247,1,0%,242,6,2%,581,610,-5%,714,-19%,,,,,,,,,Undisclosed,1941,Exited (ipo),,Undisclosed,,Undisclosed,Chicago,Chicago,Chicago,IL,United States,North America,,"food & beverages,hardware,hardware peripherals,healthcare,household & personal products,household products,personal products,pharmaceuticals",,No,No,No
INPHI,inphi.com,"Inphi is a high speed analog semiconductor company which provides products such as modulator drivers, transimpedance amplifiers, 100G, Gearbox, CDR, CFP, DDR3 register, Memory registers, iMB, LRDIMM and memory buffers.",393,179,-775,364,358,6,2%,329,35,11%,"1,006","1,075",-6%,"1,022",-2%,,,,,,135,184,2671,4492.7,2000,Exited (ipo),"Flextronics,Mayfield Fund,Tallwood Venture Capital,Walden International",$24.1M,2005-12-08,"$12,000,000",Bay Area,Santa Clara,Bay Area,CA,United States,North America,B2B,"data storage,e-commerce,hardware,hardware peripherals,information security,security,semiconductors,storage",,No,No,No
Aricent Group,aricent.com,Aricent is a Global Design and Engineering company. Aricent product life cycle services and technology solutions help clients solve their most pressing issues.,2839,-63,76,"12,236","12,229",7,0%,"12,186",50,0%,"169,084","203,077",-17%,"171,184",-1%,,,,,,101,2519,69059,868.82,2006,Exited (other),"Flextronics,KKR,Sequoia Capital",$64.7M,2008-09-23,"$60,000,000",Bay Area,Redwood City,Bay Area,CA,United States,North America,"B2B,Consulting","enterprise software,hardware,hardware peripherals,internet of things",wireless,No,No,No
Danfoss IXA Sensor Technologies,danfoss.com,"Danfoss engineers technologies that enable the world of tomorrow to do more with less. We meet the growing need for infrastructure, food supply, energy efficiency and climate-friendly solutions",1675,-17,49,"9,497","9,378",119,1%,"8,781",716,8%,"471,426","471,108",0%,"458,388",3%,,,,,,83,837,5142,342.28,,Exited (other),Danfoss Ventures,$1.8M,2010-03-23,"$1,760,000",Nordborg,Nordborg,,,Denmark,Europe,B2B,"cleantech,energy,hardware,hardware peripherals,wind power",,Yes,No,Yes
Samtec,samtec.com,"Samtec is the service leader in the electronic interconnect industry and a global manufacturer of Connectors, Cables, Optics and RF Systems, with full channel system support from the IC to the board and beyond.",1237,673,12,943,929,14,2%,857,86,10%,"61,802","64,718",-5%,"57,949",7%,,,,,,88,498,8505,76.97,1976,Exited (other),,"$654,600",2009-10-23,"$654,600",New Albany,New Albany,,IN,United States,North America,B2B,"cleantech,enterprise software,hardware,hardware peripherals,human resources hr,physical security,security,wind power",,No,No,No
Tricot,tricot.cl,,695,695,214,113,111,2,2%,,,,"32,352",,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Chile,,,,Chile,South America,,"computer hardware,hardware",,No,No,No
Poindus Systems Corporation,poindus.com,,537,537,890,14,14,0,0%,,,,"1,311",,,,,,,,,,,,,Undisclosed,2009,Exited (other),,Undisclosed,,Undisclosed,Taipei City,Taipei City,,,"Taiwan, Province of China",Asia,,"computer hardware,hardware",,No,No,No
"Japan Radio Co., Ltd.",jrc.co.jp,"Japan Radio Co., Ltd is a Japanese company specialising in the field of wireless electronics for the communications industry.",520,520,16,40,41,-1,-2%,,,,"2,330",,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Japan,,,,Japan,Asia,,"consumer electronics,consumer goods,hardware,manufacturing,telecommunications",,No,No,No
"Portwell, Inc.",portwell.com.tw,"Portwell designs and manufactures Network and Security Appliance along with a full range of Industrial Computer, Embedded Computer, Computer on Module, Single Board Computer and Portable PC.",486,486,859,55,54,1,2%,,,,325,,,,,,,,,,,,,Undisclosed,1993,Exited (other),,Undisclosed,,Undisclosed,"Taiwan, Province of China",,,,"Taiwan, Province of China",Asia,,"data storage,hardware,hardware peripherals,information security,security,storage",,No,No,No
Silverstone,silverstonetek.com.tw,,484,484,-491,17,17,0,0%,,,,,,,,,,,,,,,,,Undisclosed,2003,Exited (other),,Undisclosed,,Undisclosed,New Taipei City,New Taipei City,,,"Taiwan, Province of China",Asia,,"computer hardware,hardware",,No,No,No
Koh Young Technology Inc.,kohyoung.com,,479,479,0,117,112,5,4%,,,,19,,,,,,,,,,,,,Undisclosed,2002,Exited (other),,Undisclosed,,Undisclosed,Seoul,Seoul,,,"Korea, Republic of",Asia,,"hardware,manufacturing",,No,No,No
Unity Opto,unityopto.com.tw,"Unity Opto Technology Co., Ltd. is principally engaged in the manufacture and distribution of optoelectronic components.",439,439,46,,,,,,,,"2,974","2,755",8%,"3,255",-9%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Sanchung,Sanchung,,,"Taiwan, Province of China",Asia,,"consumer electronics,consumer goods,hardware,manufacturing",,No,No,No
Inventec,inventec.com,wire and wireless communication,423,423,93,"1,563",,,,,,,"1,205",,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Taipei,Taipei,,,"Taiwan, Province of China",Asia,,"computer hardware,consumer electronics,hardware",,No,No,No
SAMEER,sameer.gov.in,"SAMEER was set up as an autonomous R & D laboratory at Mumbai under the then Department of Electronics, Government of India with a broad mandate to undertake R & D work in the areas of Microwave Engineering and Electromagnetic Engineering Technology.",341,341,298,469,471,-2,0%,,,,957,,,,,,,,,,,,,Undisclosed,1984,Exited (other),,Undisclosed,,Undisclosed,Mumbai,Mumbai,,,India,Asia,,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
Corel,corel.com,"The official website for Corel Software. Get product information, download free trial software, learn about special offers and access tutorial resources.",332,332,2040,496,498,-2,0%,506,-10,-2%,"1,296,206","1,283,632",1%,"1,259,895",3%,589,678,-13%,844,-30%,,,,Undisclosed,1985,Exited (other),Vector Capital,$0,,Undisclosed,Ontario,Ontario,,ON,Canada,North America,B2B,"hardware,hardware peripherals",,Yes,Yes,Yes
ALPS Information Technology Fund,alps.com,"Alps Electric is a leading global manufacturer of electronic devices, supplying some 40,000 different components to around 2,000 companies.",317,317,1442,45,45,0,0%,,,,"38,928","34,797",12%,"39,693",-2%,,,,,,,,,Undisclosed,1948,Exited (other),,Undisclosed,,Undisclosed,Ota-Ku,Ota-Ku,,,Japan,Asia,,"consumer electronics,consumer goods,hardware,manufacturing",,No,No,No
The MTC,the-mtc.org,The Manufacturing Technology Centre provides a world class environment for the development and demonstration of new technologies on an industrial scale.,305,305,478,156,151,5,3%,,,,162,185,-12%,296,-45%,,,,,,,,,Undisclosed,2010,Exited (other),,Undisclosed,,Undisclosed,Coventry,Coventry,,,United Kingdom,Europe,,"cleantech,hardware,hardware peripherals,healthcare,pharmaceuticals,wind power",,No,No,No
Hitachi High-Technologies,hitachi-hitec.com,"Hitachi High-Technologies was formed in 2001 through a merger of three companies that created a unique combination of manufacturing, sales,",298,298,-843,162,157,5,3%,145,17,12%,23,29,-21%,92,-75%,,,,,,,,,Undisclosed,2001,Exited (other),,Undisclosed,,Undisclosed,Chicago,Schaumburg,Chicago,IL,United States,North America,,"hardware,manufacturing,retail,semiconductors",,No,No,No
Lite-On,liteonit.com,,290,290,758,149,,,,,,,,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,"Taiwan, Province of China",,,,"Taiwan, Province of China",Asia,,hardware,,No,No,No
National Precast Concrete Association,precast.org,"Founded in 1965, NPCA connects leaders in the precast concrete industry through educational, leadership and networking opportunities.",285,285,293,28,29,-1,-3%,27,1,4%,"6,804","6,336",7%,"5,136",32%,,,,,,,,,Undisclosed,1965,Exited (other),,Undisclosed,,Undisclosed,Indianapolis,Carmel,Indianapolis,IN,United States,North America,,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
Wistron Corporation,wistron.com,"Wistron InfoComm manufactures mainboards, graphic cards, desktop computers, servers, DVD players and more for technology companies.",280,280,827,"4,219","4,142",77,2%,"3,757",462,12%,"68,647","70,893",-3%,"62,431",10%,,,,,,,,,Undisclosed,2001,Exited (other),,Undisclosed,,Undisclosed,Taipei Hsien,Taipei Hsien,,,"Taiwan, Province of China",Asia,,"hardware,hardware peripherals",,No,No,No
ECIL-Rapiscan Limited,ecilrapiscan.com,,279,279,216,,,,,,,,29,,,,,,,,,,,,,Undisclosed,1995,Exited (other),,Undisclosed,,Undisclosed,Hyderabad,Hyderabad,,,India,Asia,,"hardware,manufacturing",,No,No,No
Sades,sades.cc,,269,269,179,,,,,,,,"7,428","4,938",50%,"4,215",76%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Cocos (Keeling) Islands,,,,Cocos (Keeling) Islands,Asia,,"hardware,hardware peripherals,healthcare,pharmaceuticals,physical security,security",,No,No,No
Bosch,bosch.com,"Invented for life: we want our products to spark enthusiasm, improve quality of life, and help conserve natural resources.",253,253,-12,"76,619","76,033",586,1%,"73,104","3,515",5%,"412,188","408,659",1%,"406,732",1%,,,,,,,,,Undisclosed,1886,Exited (other),,Undisclosed,,Undisclosed,Tokyo,Tokyo,Tokyo,,Japan,Asia,"B2B,B2C","automotive,cleantech,hardware,hardware peripherals,internet of things,solar power",,Yes,Yes,No
Marks Electronics Mackay,markselectronics.com.au,,246,246,-79,3,3,0,0%,2,1,50%,7,8,-13%,14,-50%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Australia,,,,Australia,Oceania,,"hardware,manufacturing",,No,No,No
Parrot,parrot.com,"A global leader in wireless devices for mobile phones, stands on the cutting edge of innovation. Founded in 1994 by Henri Seydoux as part of his determination to drive the breakthrough of mobile phones into everyday life by creating high-quality, user-friendly wireless devices for easy living.",243,243,-664,777,769,8,1%,727,50,7%,"943,542","961,153",-2%,"1,035,770",-9%,"29,662",,,,,15,0,,Undisclosed,1994,Exited (other),"Bpifrance,Cipio Partners",$0,2015-11-20,Undisclosed,Paris,Paris,,,France,Europe,B2B,"automotive,consumer electronics,e-commerce,finance,gaming,hardware,hardware peripherals,insurance,mobile",gaming,Yes,Yes,Yes
eASIC,easic.com,"eASIC Corporation - Low Cost FPGA & Low Power FPGA & Low NRE ASIC with High Speed Transceivers Solutions - 90nm Nextreme NEW ASICs, 45nm Nextreme-2 NEW",243,195,141,127,127,0,0%,124,3,2%,194,338,-43%,"1,212",-84%,,,,,,42,44,1225,19183.67,1999,Exited (other),"Advanced Equities (AEI),Crescendo Ventures,Evergreen Venture Partners,Khosla Ventures,Kleiner Perkins Caufield & Byers,Seagate Technology,Vinod Khosla",$130.6M,2013-09-11,"$23,500,000",Bay Area,Santa Clara,Bay Area,CA,United States,North America,B2B,"enterprise software,hardware,hardware peripherals,semiconductors",,No,No,No
U Group Ltd,ugroupltd.com,,239,239,0,11,11,0,0%,,,,"1,386",,,,,,,,,,,,,Undisclosed,1974,Exited (other),,Undisclosed,,Undisclosed,Birmingham,Birmingham,,,United Kingdom,Europe,,"food & beverages,hardware,hardware peripherals",,No,No,No
HW Group,hw-group.com,,233,233,253,7,7,0,0%,,,,"8,606","8,916",-3%,"9,999",-14%,,,,,,,,,Undisclosed,2003,Exited (other),,Undisclosed,,Undisclosed,Prague,Prague,,,Czech Republic,Europe,,"hardware,hardware peripherals,information security,physical security,security",,No,No,No
ComRadio,psu.edu,"Penn State is a major, public, research-I university serving Pennsylvania and the global community. Learn more about our undergraduate, graduate, and doctoral degree programs.",228,228,18,58,58,0,0%,56,2,4%,"4,352,571","4,312,715",1%,"4,405,500",-1%,,,,,,,,,Undisclosed,1855,Exited (other),,Undisclosed,,Undisclosed,University Park,University Park,,PA,United States,North America,B2C,"automotive,education,hardware","consumer electronics,defense,electric vehicles,hardware",No,No,No
Winbond,winbond.com,"Winbond Electronics Corp. is a Specialty Memory IC Company engaged in design, manufacturing and sales services.",227,227,232,436,,,,,,,,,,,,,,,,,,,,Undisclosed,1987,Exited (other),,Undisclosed,,Undisclosed,Taichung City,Taichung City,,,"Taiwan, Province of China",Asia,,"hardware,hardware peripherals",,No,No,No
JASTEC,jastec.co.jp,JASTEC is a Japanese leading custom software development company. CMMI-level5. Tokyo Stock Exchange: 9717,225,225,779,18,18,0,0%,,,,"1,300","1,403",-7%,"2,067",-37%,,,,,,,,,Undisclosed,1971,Exited (other),,Undisclosed,,Undisclosed,Tokyo,Tokyo,,,Japan,Asia,,"consulting and research,hardware,retail,software development",,No,No,No
Bil-Jax,biljax.com,,220,220,248,56,,,,,,,28,,,,,,,,,,,,,Undisclosed,,Exited (other),Centerfield Capital,$0,,Undisclosed,Archbold,Archbold,,OH,United States,North America,,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
"Remcon Plastics, Inc.",remcon.com,Remcon is a plastics manufacturer in the material handling and safety products industries. Call 800-360-3636 today for more information!,220,220,0,26,26,0,0%,,,,,,,,,,,,,,,,,Undisclosed,1982,Exited (other),,Undisclosed,,Undisclosed,Reading,Reading,,PA,United Kingdom,Europe,,"hardware,hardware peripherals",,No,No,No
Havit Computer Technology,havit.hk,"Established in 1998, Guangzhou Havit Computer Technology Co. Ltd. is a globalization company specialized in PC and mobile peripherals with business covering overseas trade, overseas e-commerce and supply chain services.",218,218,135,,,,,,,,,,,,,,,,,,,,,Undisclosed,1998,Exited (other),,Undisclosed,,Undisclosed,Guangzhou,Guangzhou,,,China,Asia,,"consumer electronics,hardware",,No,No,No
Tansun Limited,tansun.com,,204,204,31,8,8,0,0%,8,0,0%,162,158,3%,144,13%,,,,,,,,,Undisclosed,1986,Exited (other),,Undisclosed,,Undisclosed,West Bromwich,West Bromwich,,,United Kingdom,Europe,,"hardware,manufacturing",,No,No,No
Epson America,epson.com,"Epson is a global imaging and innovation leader with products ranging from inkjet printers and 3LCD projectors to sensors and wearable technology. Epson delivers customer value based on compact, energy-saving, and high-precision technologies for enterprise and the home to commerce and industry.",204,204,941,"2,025","2,015",10,0%,"1,966",59,3%,"2,314,894","2,293,660",1%,"2,233,494",4%,"17,521","17,222",2%,"17,652",-1%,,,,Undisclosed,1942,Exited (other),,Undisclosed,,Undisclosed,Suwa,Suwa,Los Angeles,,Japan,Asia,B2B,"advertising,hardware,hardware peripherals,internet of things,semiconductors,wearables",,Yes,Yes,Yes
Nanosys,nanosysinc.com,Nanosys designs and builds nanotechnology materials to improve LCD display color performance and battery storage.,202,198,-136,114,115,-1,-1%,114,0,0%,"1,388","1,439",-4%,"1,089",27%,,,,,,21,2,8,Undisclosed,2001,Exited (other),"ARCH Venture Partners,Alexandria Real Estate Equities,CDIB BioScience Ventures,El Dorado Ventures,H.B. Fuller Ventures,Harris & Harris Group,In-Q-Tel,Intel Capital,Lux Capital,Masters Capital,Nanostart,Polaris Partners,Prospect Venture Partners,Samsung,Samsung Ventures,UOB Venture,Venrock,Wasatch Advisors",$81.5M,2015-06-01,Undisclosed,Milpitas,Milpitas,Bay Area,CA,United States,North America,B2B,"hardware,manufacturing,semiconductors",,No,No,No
Cokeva Inc,cokeva.com,,201,201,-526,82,80,2,3%,,,,63,,,,,,,,,,,,,Undisclosed,1989,Exited (other),,Undisclosed,,Undisclosed,Sacramento,Roseville,Sacramento,CA,United States,North America,,"computer hardware,hardware",,No,No,No
Vicovation,vicovation.com,"Not just record with the best quality, but also ensure your driving safety.",199,199,-695,,,,,,,,"2,601","2,248",16%,"1,924",35%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Sydney,Sydney,,,Australia,Oceania,,"automotive,hardware,hardware peripherals",,No,No,No
Liverpool City Council,liverpool.nsw.gov.au,,197,197,203,108,110,-2,-2%,96,12,13%,"3,051,127","3,034,882",1%,"2,985,252",2%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Australia,,,,Australia,Oceania,,"hardware,hardware peripherals",,No,No,No
Singer Sri Lanka PLC,singersl.com,,194,194,0,239,234,5,2%,,,,"263,082",,,,,,,,,,,,,Undisclosed,1851,Exited (other),,Undisclosed,,Undisclosed,Sri Lanka,,,,Sri Lanka,Asia,,"consumer electronics,hardware",,No,No,No
ACB,acb-ps.com,,191,191,292,96,95,1,1%,,,,21,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Nantes,Nantes,,,France,Europe,,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
New Kingpo Group (Thailand),calcomp.co.th,,188,188,687,16,,,,,,,95,95,0%,384,-75%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Thailand,,,,Thailand,Asia,,"consumer electronics,consumer goods,hardware,manufacturing",,No,No,No
Northern Marine Electronics,northernmarineelectronics.com,"Northern Marine electronics is an autorized dealer for Garmin, Raymarine, Lowrance, Simrad, Flir, Icom, ACR, and many other marine electronics brands. We carry every thing you need for your boat or on water experience. From Safety equipment to Radar to hardware and marine electrical equipment we have it all. Expert advice, fast shipping and easy returns with over 25 years of marine experience our family business is here to assist you.",180,180,256,7,,,,,,,235,,,,,,,,,,,,,Undisclosed,2008,Exited (other),,Undisclosed,,Undisclosed,Romania,,,,Romania,Europe,,"automotive,consumer electronics,hardware,household & personal products,personal products,physical storage,storage",,No,No,No
INAES,inaes.gob.ar,,178,178,765,131,,,,,,,"4,665","5,136",-9%,"6,612",-29%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Argentina,,,,Argentina,South America,,"computer hardware,hardware",,No,No,No
Tomoon,tomoon.cn,"Tomoon is a consumer electronic company based in Beijing. Their products include T-watch, magic box, bluetooth speaker, etc.",175,175,-37,2,2,0,0%,2,0,0%,680,692,-2%,547,24%,,,,,,38,0,0,0,2011,Exited (other),,$0,2014-01-01,$0,Beijing,Beijing,,,China,Asia,,"consumer electronics,hardware",,No,No,No
Tripowertech,tripowertech.com,,173,173,426,,,,,,,,263,317,-17%,519,-49%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"consumer electronics,consumer goods,hardware,manufacturing",,No,No,No
Tiger Optics,tigeroptics.com,"Tiger Optics designs and manufactures laser-based analyzers and electro-optical components for semiconductor, medical diagnostic and environmental industries.",166,166,0,28,27,1,4%,25,3,12%,50,42,19%,23,117%,,,,,,,,,Undisclosed,2001,Exited (other),Expansion Capital Partners,$0,,Undisclosed,Philadelphia,Philadelphia,Philadelphia,PA,United States,North America,,"cleantech,hardware,hardware peripherals,healthcare,medical diagnostics,pharmaceuticals,solar power,wind power",,No,No,No
The Arc,thearc.org,The Arc promotes and protects the human rights of people with intellectual and developmental disabilities,166,166,18,250,241,9,4%,,,,"17,391","16,750",4%,"14,944",16%,,,,,,,,,Undisclosed,1950,Exited (other),,Undisclosed,,Undisclosed,Washington,Washington,,DC,United States,North America,,"hardware,healthcare,human resources hr",,No,No,No
ALMA International,almainternational.org,"The only international not for profit trade association dedicated exclusively to the loudspeaker and acoustics industry. Providing education, news, networking, and advancing the knowledge and progress of all aspects of the industry for our members.",165,165,4,4,,,,,,,,,,,,,,,,,,,,Undisclosed,1961,Exited (other),,Undisclosed,,Undisclosed,Phoenix,Maricopa,Phoenix,AZ,United States,North America,,"consumer electronics,hardware",,No,No,No
