CrunchBase Name,Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Interested,Alert,Custom List,Public List,Keywords,Has Mobile App,Has Google Play App,Has iTunes App,Date Added,crunchbase_uuid,type,primary_role,name,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description,people
smartdm-holdings,Acxiom,acxiom.com,"Acxiom's data and technology have transformed marketing - giving our clients the power to successfully manage audiences, personalize customer experiences and create profitable customer relationships.",-76,-76,193,"4,922","4,864",58,1%,"4,931",-9,0%,"227,649","231,811",-2%,"233,355",-2%,,,,,,,,,Undisclosed,1969,Exited (ipo),,Undisclosed,,Undisclosed,Little Rock,Little Rock,,AR,United States,North America,B2B,"advertising,analytics,human resources hr,marketing,marketing analytics,network / hosting / infrastructure,security",0,0,0,0,"big data,databases",No,No,No,4/4/13,343271a2-f4da-f585-e13c-eae79d20afab,Organization,company,SmartDM Holdings,https://www.crunchbase.com/organization/smartdm-holdings?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,acxiom.com,http://www.acxiom.com,https://www.crunchbase.com/organization/smartdm-holdings/primary-image/raw,http://www.facebook.com/acxiomcorp,http://twitter.com/Acxiom,http://www.linkedin.com/company/acxiom,:,Nashville,Tennessee,USA,SmartDM is a fast-growing database marketing services organization founded in 1995. SmartDM offers six main channels of database marketing,
adaptive-media,Adaptive Media,adaptivem.com,"Adaptive Media is the first company to connect website publishers, video content creators and advertisers in a single platform.",-76,-76,4,22,24,-2,-8%,37,-15,-41%,"10,362","10,862",-5%,"9,696",7%,,,,,,,,,Undisclosed,2012,Exited (ipo),,$0Â ,,Undisclosed,Los Angeles,Irvine,Los Angeles,CA,United States,North America,"Advertising,B2B,B2C,SaaS","advertising,analytics,marketing,marketing analytics,mobile",0,0,0,0,"mobile advertising,video",No,No,No,4/4/13,544b5089-5fbb-13dd-0006-00be505e3a7e,Organization,company,"Adaptive Medias, Inc.",https://www.crunchbase.com/organization/adaptive-media?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,adaptivem.com,http://www.adaptivem.com,https://www.crunchbase.com/organization/adaptive-media/primary-image/raw,http://www.facebook.com/adaptivem,http://twitter.com/adaptive_m,http://www.linkedin.com/company/adaptive-media-inc,OTCMKTS:ADTM,Irvine,California,USA,"Adaptive Media is the first company to connect website publishers, video content creators and advertisers in a single platform.",
neustar,Neustar,neustar.biz,"A trusted, neutral provider of real-time cloud-based information & analysis to tech, telecom, financial, automotive, healthcare, media & advertising and retail industries.",-70,-70,112,"1,632","1,615",17,1%,"1,529",103,7%,"438,436","432,760",1%,"431,123",2%,,,,,,,,,Undisclosed,1996,Exited (ipo),,Undisclosed,,Undisclosed,Sterling,Sterling,San Diego,VA,United States,North America,B2B,"advertising,analytics,finance,human resources hr,information security,marketing,marketing analytics,physical security,security,telecommunications",0,0,0,0,it,No,No,No,5/30/14,9b98a18e-03ed-b615-8a06-c50a4c0ddb09,Organization,company,Neustar,https://www.crunchbase.com/organization/neustar?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,neustar.biz,http://www.neustar.biz,https://www.crunchbase.com/organization/neustar/primary-image/raw,https://www.facebook.com/neustarinc,http://twitter.com/neustar,http://www.linkedin.com/company/neustar-inc,NYSE:NSR,Sterling,Virginia,USA,Neustar offers a range of cloud-based services enabling marketing and IT professionals to promote and protect their businesses.,
marin-software,Marin Software,marinsoftware.com,"Optimize your Search, Social & Display ads across channels and devices. Marin Software, the leading cross-channel performance advertising platform.",-69,-192,3,596,601,-5,-1%,626,-30,-5%,"722,705","720,389",0%,"718,274",1%,,,,,,48,105,2427,8240.62,2006,Exited (ipo),"Amicus Capital,Benchmark,Crosslink Capital,DAG Ventures,Focus Ventures,Sapphire Ventures,Temasek Holdings,Triangle Peak Partners",$100.3MÂ ,3/5/13,"$19,999,979 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,B2B,"advertising,analytics,data storage,enterprise software,human resources hr,marketing,marketing analytics,search,storage",0,0,0,0,"big data,marketing,ppc,search,search marketing,seo",No,No,No,4/4/13,d9300827-ce71-c774-8fd4-250fbb3624e8,Organization,company,Marin Software,https://www.crunchbase.com/organization/marin-software?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,marinsoftware.com,http://www.marinsoftware.com/,https://www.crunchbase.com/organization/marin-software/primary-image/raw,http://www.facebook.com/MarinSoftware,http://twitter.com/MarinSoftware,http://www.linkedin.com/company/marin-software,NYSE:MRIN,San Francisco,California,USA,Marin Software Incorporated (NYSE:MRIN) provides a leading cross-channel performance advertising platform used by advertisers and agencies.,
picardes-2,Picardes,picardes.com,Picardes provides search engine optimization services for e-commerce platforms.,-66,-66,0,0,1,-1,-100%,,,,"17,791","18,497",-4%,"17,523",2%,,,,,,,,,Undisclosed,,Exited (ipo),,Undisclosed,,Undisclosed,,,,,,,B2B,"analytics,media",0,0,0,0,seo,No,No,No,8/11/14,f80c6021-2813-0050-75ae-fbbc55176f45,Organization,company,Picardes,https://www.crunchbase.com/organization/picardes-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,picardes.com,http://picardes.com/,https://www.crunchbase.com/organization/picardes-2/primary-image/raw,http://www.facebook.com/roman.adamita.picardes,http://twitter.com/romanadamita96,,:,,,,Picardes provides search engine optimization services for e-commerce platforms.,
wandisco,WANdisco,wandisco.com,"WANdisco's patented technology provides continuous consistent access to changing data anytime and anywhere with no downtime and no disruption. WANdisco's patented technology serves crucial high availability (HA) requirements, including migration to cloud, Hadoop Big Data and Application Lifecycle Management (ALM) for Subversion, Git and Gerrit.",-61,-127,583,158,164,-6,-4%,170,-12,-7%,"247,994","246,915",0%,"246,277",1%,,,,,,41,55,1550,Undisclosed,2005,Exited (ipo),"BlackRock,Fidelity Investments,JP Morgan Chase & Co,Legal & General",$26.0MÂ ,9/26/13,Undisclosed,Bay Area,San Ramon,Bay Area,CA,United States,North America,B2B,"analytics,data storage,software development,storage",0,0,0,0,"hadoop,open source",No,No,No,4/4/13,32f04239-2874-a9db-83e2-4049521b40e4,Organization,company,WANdisco,https://www.crunchbase.com/organization/wandisco?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,wandisco.com,http://www.wandisco.com,https://www.crunchbase.com/organization/wandisco/primary-image/raw,http://www.facebook.com/wandisco,http://twitter.com/wandisco,http://www.linkedin.com/company/wandisco,LON:WAND,San Ramon,California,USA,"Delivering 100% Uptime for Apache Hadoop Big Data, Subversion (SVN) and Git Listed on the London Stock Exchange $WAND",
revana-inc,Revana,revana.com,"Revana is dedicated to helping companies invest in outcomes, not components.",-59,-59,40,0,1,-1,-100%,1,-1,-100%,294,281,5%,346,-15%,,,,,,,,,Undisclosed,1993,Exited (ipo),,Undisclosed,,Undisclosed,Phoenix,Tempe,Phoenix,AZ,United States,North America,B2B,"advertising,analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,6/1/14,039a09a8-b371-8b69-0f28-e15ed325fa77,Organization,company,Revana,https://www.crunchbase.com/organization/revana-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,revana.com,http://www.revana.com/,https://www.crunchbase.com/organization/revana-inc/primary-image/raw,http://www.facebook.com/RevanaNow,http://twitter.com/revananow,http://www.linkedin.com/company/revana,:,Tempe,Arizona,USA,"Revana is dedicated to helping companies invest in outcomes, not components.",
sopheon,Sopheon,sopheon.com,"Achieve exceptional long-term revenue growth and profitability with Sopheon's enterprise innovation management software, expertise, and best practices",-57,-53,5,126,127,-1,-1%,131,-5,-4%,"1,687","1,592",6%,"1,006",68%,,,,,,53,-3,33,3910.3,,Exited (ipo),,"$129,040Â ",10/5/12,"$129,040 ",Minneapolis,Minneapolis,Minneapolis,MN,United States,North America,B2B,"analytics,human resources hr,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,55947f91-593d-994b-7141-4a731ebf0ffb,Organization,company,Sopheon,https://www.crunchbase.com/organization/sopheon?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sopheon.com,http://www.sopheon.com,https://www.crunchbase.com/organization/sopheon/primary-image/raw,https://www.facebook.com/sopheoncorp,http://twitter.com/Sopheon,http://www.linkedin.com/company/sopheon,LON:SPE,Bloomington,Minnesota,USA,Sopheon is an international provider of software and services for product life cycle management.,
factset,FactSet Research Systems,factset.com,"Superior financial research solutions, investment analytics tools & much more on a single customizable interface empowering investment professionals for more than 35 years.",-51,-51,471,"5,818","5,749",69,1%,"5,404",414,8%,"430,995","430,129",0%,"409,658",5%,,6,,6,,,,,Undisclosed,1978,Exited (ipo),,Undisclosed,,Undisclosed,New York,Norwalk,New York,CT,United States,North America,B2B,"analytics,finance,human resources hr,marketing,marketing analytics",0,0,0,0,,Yes,No,Yes,4/4/13,e9cc1718-6b1e-eff3-8c3d-04bf7f012afe,Organization,company,FactSet,https://www.crunchbase.com/organization/factset?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,factset.com,http://www.factset.com/,https://www.crunchbase.com/organization/factset/primary-image/raw,http://www.facebook.com/FactSet,http://twitter.com/factset,,NYSE:FDS,Norwalk,Connecticut,USA,FactSet is a financial research company that offers risk analytics tools and real time data feeds for institutional investors.,
sdl-international,SDL,sdl.com,SDL enables customers to deliver a culturally relevant and personalized experience to international clients through their integrating language platforms.,-47,7,42,148,148,0,0%,151,-3,-2%,"515,393","515,648",0%,"517,203",0%,,,,,,143,-35,381,15748.03,1992,Exited (ipo),"Globespan Capital Partners,Greylock Partners,North Bridge,Sigma Partners",$6.0MÂ ,4/19/05,"$6,000,000 ",Amsterdam,Amsterdam,Boston,,United Kingdom,Europe,B2B,"analytics,human resources hr,marketing,telecommunications",0,0,0,0,,Yes,Yes,No,6/15/14,68f5c2ef-134d-98a6-9a95-9bcf2008e431,Organization,company,SDL plc,https://www.crunchbase.com/organization/sdl-international?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sdl.com,http://www.sdl.com,https://www.crunchbase.com/organization/sdl-international/primary-image/raw,http://www.facebook.com/sdlplc,http://twitter.com/SDL,http://www.linkedin.com/company/165895,LON:SDL,Maidenhead,Windsor and Maidenhead,GBR,"We enable global businesses to engage with their customers - in the language, the media and at the moment they choose.",
attunity,Attunity,attunity.com,"Attunity provides information-availability software solutions enabling access, sharing and distribution of data in various platforms.",-46,-176,21,209,200,9,5%,159,50,31%,"22,678","22,008",3%,"19,801",15%,,,,,,65,110,1290,2713.18,,Exited (ipo),"Microsoft,Viola Group",$10.5MÂ ,9/21/11,"$3,500,000 ",Boston,Burlington,Boston,MA,United States,North America,B2B,"analytics,data storage,information security,marketing,marketing analytics,security,storage",0,0,0,0,,No,No,No,4/4/13,f4d64d0c-9210-4af7-8479-554c4d4a1cb8,Organization,company,Attunity,https://www.crunchbase.com/organization/attunity?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,attunity.com,http://www.attunity.com,https://www.crunchbase.com/organization/attunity/primary-image/raw,http://www.facebook.com/attunity,http://twitter.com/attunity,http://www.linkedin.com/company/attunity,NASDAQ:ATTU,Burlington,Massachusetts,USA,"Attunity provides information-availability software solutions enabling access, sharing and distribution of data in various platforms.",
imimobile-pvt-ltd,IMImobile,imimobile.com,"IMImobile helps you to harness the power of mobile and digital communications to improve customer engagement, streamline business processes and deliver innovative services.",-42,-283,198,727,719,8,1%,679,48,7%,"88,379","81,073",9%,"86,415",2%,,9,,9,,88,209,4341,2994.7,2000,Exited (ipo),"FirstMark Capital,Sequoia Capital,Spark Ventures",$26.0MÂ ,11/13/09,"$13,000,000 ",London,London,,,United Kingdom,Europe,B2B,"advertising,analytics,human resources hr,marketing,marketing analytics,mobile",0,0,0,0,,Yes,No,Yes,4/4/13,587844d2-49b0-475c-c56f-8e013ffcdba0,Organization,company,IMImobile Pvt. Ltd,https://www.crunchbase.com/organization/imimobile-pvt-ltd?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,imimobile.com,https://imimobile.com/,https://www.crunchbase.com/organization/imimobile-pvt-ltd/primary-image/raw,,,,:,London,England,GBR,IMImobile Pvt. Ltd. provides mobile and online technology platforms and content services in India and internationally.,
central-logic,Central Logic,centrallogic.com,Central Logic is a provider of innovative transfer center and bed management solutions in the healthcare industry.,-38,-92,-125,60,59,1,2%,49,11,22%,87,84,4%,191,-54%,,,,,,7,11,69,Undisclosed,2005,C,"Iron Gate Capital,Mercato Partners",$8.0MÂ ,8/3/16,Undisclosed,Salt Lake City,South Jordan,Salt Lake City,UT,United States,North America,B2B,"analytics,healthcare",0,0,0,0,,No,No,No,4/4/13,f246f88c-2fa1-ab58-49ef-5a170b205a55,Organization,company,Central Logic,https://www.crunchbase.com/organization/central-logic?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,centrallogic.com,http://www.centrallogic.com,https://www.crunchbase.com/organization/central-logic/primary-image/raw,https://www.facebook.com/CentralLogic,http://twitter.com/CentralLogic,https://www.linkedin.com/company/central-logic,:,South Jordan,Utah,USA,Central Logic is a provider of innovative transfer center and bed management solutions in the healthcare industry.,
skedgeme,Skedge.Me,skedge.me,"Enterprise-level scheduling: skedge.me partners with global brands from any vertical to create a branded, enterprise-wide appointment-scheduling solution.",1,1,0,35,17,18,106%,10,25,250%,169,207,-18%,354,-52%,,,,,,,,,Undisclosed,2010,C,,$0Â ,,Undisclosed,New York,New York,New York,NY,United States,North America,B2B,"analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,c97ac656-6c02-4b83-9598-4bae9e78d6f9,Organization,company,skedge.me,https://www.crunchbase.com/organization/skedgeme?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,skedge.me,http://www.skedge.me,https://www.crunchbase.com/organization/skedgeme/primary-image/raw,,http://twitter.com/skedgeme,https://www.linkedin.com/company/skedgeme,:,New York,New York,USA,"skedge.me offers an online platform that enables businesses to schedule and market events, appointments, and more.",
best-seo-service,Best SEO Service,bestseoservice.in,"Best SEO Service is a Leading SEO / SMO Digital Marketing organization which is located in Bangalore, India.",-37,-37,0,,,,,,,,104,158,-34%,237,-56%,,,,,,,,,Undisclosed,2010,Exited (ipo),,Undisclosed,,Undisclosed,Bangalore,Bangalore,,,India,Asia,B2B,"analytics,marketing,marketing analytics",0,0,0,0,"digital marketing,seo,web design",No,No,No,1/13/15,f9fbfdbb-80d5-08c5-b3db-f03a3b6cdf17,Organization,company,Best SEO Service,https://www.crunchbase.com/organization/best-seo-service?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bestseoservice.in,http://www.bestseoservice.in,https://www.crunchbase.com/organization/best-seo-service/primary-image/raw,https://www.facebook.com/bestseoserviceinindia,https://www.twitter.com/bss_seoexpert,,:,,,,"Best SEO Service is a Leading SEO / SMO Digital Marketing organization which is located in Bangalore, India.",
